county,municipality,article_39,article_40,article_42,article_43,article_44,art_44_524,article_45,article_46,city_hh,category,type,month,year,date,fiscal_year
Stanly,Norwood,17525.19,10288.07,8411.3,0,2.44,2059.08,0,0,10414.4,Per Capita,Municipality,july,2017,2017-07-01,2018
Stanly,Oakboro,14419.92,8465.14,6920.92,0,2,1694.24,0,0,8569.08,Per Capita,Municipality,july,2017,2017-07-01,2018
Stanly,Red Cross,5561.44,3264.82,2669.24,0,0.77,653.43,0,0,3304.91,Per Capita,Municipality,july,2017,2017-07-01,2018
Stanly,Richfield,4654.21,2732.23,2233.81,0,0.65,546.84,0,0,2765.77,Per Capita,Municipality,july,2017,2017-07-01,2018
Stanly,Stanfield,11417.92,6702.83,5480.09,0,1.59,1341.52,0,0,6785.13,Per Capita,Municipality,july,2017,2017-07-01,2018
Stokes,Stokes,277968.64,279131.12,148207.56,0,28.73,137205.76,0,0,-31108.15,Ad Valorem,County,july,2017,2017-07-01,2018
Stokes,Danbury,303.17,304.44,161.65,0,0.03,149.65,0,0,353.74,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Stokes,King,21831.68,21922.99,11640.24,0,2.26,10776.15,0,0,25472.98,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Stokes,Tobaccoville,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Stokes,Walnut Cove,4526.45,4545.38,2413.41,0,0.47,2234.26,0,0,5281.43,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Surry,Surry,718501.77,402009.85,336947.06,0,540.31,0,0,189089.32,-95910.91,Per Capita,County,july,2017,2017-07-01,2018
Surry,Dobson,16020.15,8963.45,7512.77,0,12.05,0,0,0,8977.21,Per Capita,Municipality,july,2017,2017-07-01,2018
Surry,Elkin,38685.91,21645.2,18142.06,0,29.09,0,0,0,21678.41,Per Capita,Municipality,july,2017,2017-07-01,2018
Surry,Mount Airy,101706.36,56905.85,47695.99,0,76.48,0,0,0,56993.17,Per Capita,Municipality,july,2017,2017-07-01,2018
Surry,Pilot Mountain,14744.04,8249.45,6914.33,0,11.09,0,0,0,8262.12,Per Capita,Municipality,july,2017,2017-07-01,2018
Swain,Swain,144330.95,89550.07,71796.72,0,0,21919.08,0,0,-9424.4,Per Capita,County,july,2017,2017-07-01,2018
Swain,Bryson City,14883.86,9234.68,7403.9,0,0,2260.36,0,0,9424.4,Per Capita,Municipality,july,2017,2017-07-01,2018
Transylvania,Transylvania,327474.98,208901.23,161088.45,0,74.4,10504.94,0,0,-32666.21,Ad Valorem,County,july,2017,2017-07-01,2018
Transylvania,Brevard,48498.11,30937.68,23856.74,0,11.02,1555.75,0,0,32067.98,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Transylvania,Rosman,904.73,577.14,445.05,0,0.21,29.02,0,0,598.23,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Tyrrell,Tyrrell,13215.12,24979.04,7444.91,0,0,10470.39,0,0,-2644.8,Ad Valorem,County,july,2017,2017-07-01,2018
Tyrrell,Columbia,1090.13,2060.55,614.14,0,0,863.71,0,0,2644.8,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Union,1762567.99,1187657.11,930098.66,0,4.38,271260.63,0,0,-259047.23,Ad Valorem,County,july,2017,2017-07-01,2018
Union,Fairview,757.4,510.36,399.68,0,0,116.57,0,0,525.8,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Hemby Bridge,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Indian Trail,63252.4,42620.86,33377.98,0,0.16,9734.6,0,0,43910.63,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Lake Park,5747.71,3872.94,3033.04,0,0.01,884.58,0,0,3990.14,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Marshville,7788.22,5247.87,4109.81,0,0.02,1198.61,0,0,5406.69,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Marvin,5168.86,3482.89,2727.58,0,0.01,795.49,0,0,3588.29,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Mineral Springs,625.99,421.8,330.33,0,0,96.34,0,0,434.57,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Mint Hill,41.58,28.01,21.94,0,0,6.4,0,0,28.87,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Monroe,182284.95,122827.61,96190.89,0,0.45,28053.8,0,0,126544.54,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Stallings,33912.18,22850.78,17895.3,0,0.08,5219.11,0,0,23542.27,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Unionville,1004.56,676.89,530.1,0,0,154.6,0,0,697.38,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Waxhaw,56023.39,37749.8,29563.28,0,0.14,8622.04,0,0,38892.16,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Weddington,10083.89,6794.74,5321.21,0,0.02,1551.92,0,0,7000.37,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Wesley Chapel,1464.95,987.12,773.05,0,0,225.46,0,0,1016.98,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Union,Wingate,4996.35,3366.65,2636.55,0,0.01,768.94,0,0,3468.54,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Vance,Vance,367546.91,241545.54,175403.9,0,13.9,21629.93,0,0,-65956.29,Ad Valorem,County,july,2017,2017-07-01,2018
Vance,Henderson,94149.05,61873.14,44930.62,0,3.56,5540.62,0,0,65585.79,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Vance,Kittrell,129.59,85.17,61.85,0,0,7.63,0,0,90.27,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Vance,Middleburg,402.27,264.36,191.97,0,0.02,23.67,0,0,280.23,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wake,Wake,9057714.48,3486181.68,4506954,7333843.36,-4,0,0,0,-2123573.89,Per Capita,County,july,2017,2017-07-01,2018
Wake,Angier,1006.78,387.5,500.96,0,0,0,0,0,296.11,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Apex,402218.11,154807.86,200136.42,0,-0.18,0,0,0,118296.22,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Cary,1351460.04,520157.18,672461.94,0,-0.6,0,0,0,397477.44,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Clayton,0,0,0,0,0,0,0,0,0,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Durham,809.02,311.38,402.55,0,0,0,0,0,237.94,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Fuquay-Varina,205617.1,79139.01,102311.33,0,-0.09,0,0,0,60473.96,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Garner,256711.25,98804.4,127734.85,0,-0.11,0,0,0,75501.25,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Holly Springs,269862.33,103866.05,134278.58,0,-0.12,0,0,0,79369.11,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Knightdale,121353.1,46707.03,60383.1,0,-0.05,0,0,0,35691.12,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Morrisville,212880.31,81934.51,105925.37,0,-0.09,0,0,0,62610.15,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Raleigh,3950402.98,1520452.26,1965648.68,0,-1.74,0,0,0,1161851.63,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Rolesville,48199.65,18551.34,23983.27,0,-0.02,0,0,0,14175.98,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Wake Forest,300533.2,115670.83,149539.85,0,-0.13,0,0,0,88389.71,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Wendell,56964.05,21924.62,28344.27,0,-0.03,0,0,0,16753.68,Per Capita,Municipality,july,2017,2017-07-01,2018
Wake,Zebulon,42329.76,16292.1,21062.52,0,-0.02,0,0,0,12449.59,Per Capita,Municipality,july,2017,2017-07-01,2018
Warren,Warren,95014.93,116837.05,51089.16,0,18.41,69323.97,0,0,-14269.53,Per Capita,County,july,2017,2017-07-01,2018
Warren,Macon,542.99,667.71,291.97,0,0.11,396.18,0,0,808.5,Per Capita,Municipality,july,2017,2017-07-01,2018
Warren,Norlina,5109.73,6283.28,2747.48,0,0.99,3728.12,0,0,7608.1,Per Capita,Municipality,july,2017,2017-07-01,2018
Warren,Warrenton,3930.91,4833.74,2113.64,0,0.76,2868.04,0,0,5852.93,Per Capita,Municipality,july,2017,2017-07-01,2018
Washington,Washington,195696.75,72761.41,95291.5,0,1.83,21395.62,0,0,-9091.95,Ad Valorem,County,july,2017,2017-07-01,2018
Washington,Creswell,2364.34,879.08,1151.29,0,0.02,258.5,0,0,664.02,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Washington,Plymouth,26292.58,9775.77,12802.77,0,0.24,2874.58,0,0,7384.19,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Washington,Roper,3716.44,1381.79,1809.66,0,0.03,406.32,0,0,1043.74,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Watauga,Watauga,622846.83,257569.14,307244.16,0,-42.48,0,0,0,-90905.16,Ad Valorem,County,july,2017,2017-07-01,2018
Watauga,Beech Mountain,68622.36,28377.76,33850.73,0,-4.68,0,0,0,23165.69,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Watauga,Blowing Rock,69164.99,28602.16,34118.4,0,-4.72,0,0,0,23348.88,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Watauga,Boone,118895.57,49167.51,58650.01,0,-8.11,0,0,0,40137.04,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Watauga,Seven Devils,12600.06,5210.57,6215.48,0,-0.86,0,0,0,4253.55,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Wayne,800470.43,571871.89,392818.8,0,61.48,126221.6,0,0,-221770.49,Ad Valorem,County,july,2017,2017-07-01,2018
Wayne,Eureka,1075.86,768.61,527.96,0,0.08,169.64,0,0,830.5,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Fremont,4708.85,3364.1,2310.8,0,0.36,742.51,0,0,3634.94,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Goldsboro,244922.37,174977.37,120191.95,0,18.81,38620.41,0,0,189064.77,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Mount Olive,22349.25,15966.75,10967.56,0,1.72,3524.13,0,0,17252.24,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Pikeville,4432.47,3166.65,2175.17,0,0.34,698.93,0,0,3421.6,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Seven Springs,360.29,257.39,176.8,0,0.03,56.81,0,0,278.12,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wayne,Walnut Creek,9441.6,6745.27,4633.32,0,0.73,1488.79,0,0,7288.32,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilkes,Wilkes,496555.72,410601.43,244747.97,0,2.03,104492.36,0,117400.29,-55964.28,Per Capita,County,july,2017,2017-07-01,2018
Wilkes,Elkin,577.37,477.43,284.58,0,0,121.5,0,0,538.5,Per Capita,Municipality,july,2017,2017-07-01,2018
Wilkes,North Wilkesboro,31911.91,26387.94,15729.11,0,0.13,6715.36,0,0,29763.84,Per Capita,Municipality,july,2017,2017-07-01,2018
Wilkes,Ronda,2950.98,2440.16,1454.51,0,0.01,620.99,0,0,2752.35,Per Capita,Municipality,july,2017,2017-07-01,2018
Wilkes,Wilkesboro,24562.98,20311.11,12106.88,0,0.1,5168.89,0,0,22909.59,Per Capita,Municipality,july,2017,2017-07-01,2018
Wilson,Wilson,722504.36,353618.18,348754.46,0,20.71,20097.61,0,0,-152388.29,Ad Valorem,County,july,2017,2017-07-01,2018
Wilson,Black Creek,2317.06,1134.05,1118.45,0,0.07,64.45,0,0,1048.1,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Elm City,5871.93,2873.92,2834.39,0,0.17,163.34,0,0,2656.11,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Kenly,386.46,189.15,186.55,0,0.01,10.75,0,0,174.81,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Lucama,2562.57,1254.21,1236.96,0,0.07,71.28,0,0,1159.16,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Saratoga,1940.26,949.62,936.56,0,0.06,53.97,0,0,877.66,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Sharpsburg,929.38,454.87,448.62,0,0.03,25.85,0,0,420.4,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Sims,1202.98,588.77,580.67,0,0.03,33.46,0,0,544.16,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Stantonsburg,2528.08,1237.33,1220.31,0,0.07,70.32,0,0,1143.55,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Wilson,Wilson,319149.4,156202.56,154054.12,0,9.15,8877.64,0,0,144364.34,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Yadkin,Yadkin,222109.89,218938.02,113154.54,0,-1.51,88741.81,0,0,-29548.61,Ad Valorem,County,july,2017,2017-07-01,2018
Yadkin,Boonville,3658.93,3606.68,1864.05,0,-0.02,1461.89,0,0,4217.31,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Yadkin,East Bend,2229.86,2198.01,1136,0,-0.02,890.92,0,0,2570.16,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Yadkin,Jonesville,8041.83,7926.99,4096.93,0,-0.05,3213.03,0,0,9269.09,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Yadkin,Yadkinville,11705.67,11538.51,5963.49,0,-0.08,4676.88,0,0,13492.05,Ad Valorem,Municipality,july,2017,2017-07-01,2018
Yancey,Yancey,124466.97,107304.84,61164.64,0,21.77,35888.38,0,0,-11615.66,Per Capita,County,july,2017,2017-07-01,2018
Yancey,Burnsville,11802.85,10175.41,5800.07,0,2.06,3403.19,0,0,11615.66,Per Capita,Municipality,july,2017,2017-07-01,2018
Alamance,Alamance,1455975.18,606798.57,712863.73,0,1312.8,0,0,0,-306318.36,Per Capita,County,august,2017,2017-08-01,2018
Alamance,Alamance,9677.42,4033.2,4738.18,0,8.73,0,0,0,3285.01,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Burlington,476263.85,198489.8,233184.76,0,429.43,0,0,0,161668.21,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Elon,95729.71,39896.73,46870.46,0,86.32,0,0,0,32495.53,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Gibsonville,31601.8,13170.5,15472.63,0,28.49,0,0,0,10727.26,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Graham,132230.3,55108.88,64741.62,0,119.23,0,0,0,44885.7,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Green Level,19502.72,8128.04,9548.78,0,17.59,0,0,0,6620.21,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Haw River,21794.98,9083.37,10671.1,0,19.65,0,0,0,7398.33,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Mebane,98234.56,40940.66,48096.87,0,88.58,0,0,0,33345.81,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Ossipee,5259.26,2191.87,2575,0,4.74,0,0,0,1785.26,Per Capita,Municipality,august,2017,2017-08-01,2018
Alamance,Swepsonville,12099.08,5042.47,5923.86,0,10.91,0,0,0,4107.04,Per Capita,Municipality,august,2017,2017-08-01,2018
Alexander,Alexander,193129.92,219848.86,100327.28,0,597.83,120923.68,0,41601.77,-14668.05,Per Capita,County,august,2017,2017-08-01,2018
Alexander,Taylorsville,10818.78,12315.52,5620.14,0,33.49,6773.92,0,0,14668.05,Per Capita,Municipality,august,2017,2017-08-01,2018
Alleghany,Alleghany,77389.62,61439.61,37593.33,0,-1.93,20215.38,0,0,-10819.15,Per Capita,County,august,2017,2017-08-01,2018
Alleghany,Sparta,12282.75,9751.27,5966.56,0,-0.31,3208.45,0,0,10819.15,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Anson,104017.29,111972.76,54361.55,0,0,50764.95,0,30611.54,-56466.06,Per Capita,County,august,2017,2017-08-01,2018
Anson,Ansonville,2425.94,2611.48,1267.85,0,0,1183.97,0,0,3070.45,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Lilesville,2103.81,2264.71,1099.49,0,0,1026.75,0,0,2662.73,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Mcfarlan,465.31,500.89,243.17,0,0,227.09,0,0,588.92,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Morven,1924.84,2072.07,1005.97,0,0,939.41,0,0,2436.22,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Peachland,1658.39,1785.23,866.71,0,0,809.37,0,0,2098.98,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Polkton,13915.37,14979.65,7272.45,0,0,6791.31,0,0,17612.3,Per Capita,Municipality,august,2017,2017-08-01,2018
Anson,Wadesboro,22119.83,23811.61,11560.28,0,0,10795.44,0,0,27996.46,Per Capita,Municipality,august,2017,2017-08-01,2018
Ashe,Ashe,235635.68,145906.07,115599.42,0,-40.36,42146.07,0,57002.64,-16519.92,Per Capita,County,august,2017,2017-08-01,2018
Ashe,Jefferson,13449.13,8327.73,6597.95,0,-2.3,2405.53,0,0,8452.3,Per Capita,Municipality,august,2017,2017-08-01,2018
Ashe,Lansing,1336.29,827.44,655.57,0,-0.23,239.01,0,0,839.81,Per Capita,Municipality,august,2017,2017-08-01,2018
Ashe,West Jefferson,11500.73,7121.28,5642.09,0,-1.97,2057.03,0,0,7227.81,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Avery,271598.54,105480.91,128624.47,0,300.07,0,0,0,-13119.36,Per Capita,County,august,2017,2017-08-01,2018
Avery,Banner Elk,17699.03,6873.78,8381.96,0,19.55,0,0,0,5437.92,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Beech Mountain,381.11,148.02,180.49,0,0.42,0,0,0,117.1,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Crossnore,3064.17,1190.04,1451.14,0,3.39,0,0,0,941.44,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Elk Park,6860.09,2664.25,3248.82,0,7.58,0,0,0,2107.71,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Grandfather Village,381.11,148.02,180.49,0,0.42,0,0,0,117.1,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Newland,10854.19,4215.45,5140.36,0,11.99,0,0,0,3334.87,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Seven Devils,457.34,177.62,216.59,0,0.51,0,0,0,140.51,Per Capita,Municipality,august,2017,2017-08-01,2018
Avery,Sugar Mountain,3003.19,1166.35,1422.26,0,3.32,0,0,0,922.71,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Beaufort,366234.9,242056.34,173874.37,0,-482.24,10025.43,0,0,-71741.59,Per Capita,County,august,2017,2017-08-01,2018
Beaufort,Aurora,3874.53,2560.8,1839.48,0,-5.1,106.06,0,0,2698.38,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Bath,1853.03,1224.73,879.75,0,-2.44,50.73,0,0,1290.52,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Belhaven,12442.91,8223.91,5907.41,0,-16.38,340.62,0,0,8665.73,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Chocowinity,6286.54,4154.97,2984.61,0,-8.28,172.09,0,0,4378.2,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Pantego,1347.66,890.71,639.82,0,-1.77,36.89,0,0,938.57,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Washington,73807.48,48781.73,35040.99,0,-97.18,2020.43,0,0,51402.45,Per Capita,Municipality,august,2017,2017-08-01,2018
Beaufort,Washington Park,3399.79,2247.03,1614.09,0,-4.48,93.07,0,0,2367.74,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Bertie,57089.95,93028.14,34502.34,0,-373.29,54231.71,0,0,-35604.44,Per Capita,County,august,2017,2017-08-01,2018
Bertie,Askewville,653.39,1064.71,394.88,0,-4.27,620.68,0,0,1315.77,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Aulander,2363.34,3851.07,1428.29,0,-15.45,2245.02,0,0,4759.21,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Colerain,542.18,883.48,327.66,0,-3.55,515.03,0,0,1091.82,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Kelford,658.96,1073.76,398.23,0,-4.31,625.96,0,0,1326.98,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Lewiston Woodville,1473.61,2401.25,890.57,0,-9.64,1399.83,0,0,2967.51,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Powellsville,725.68,1182.5,438.56,0,-4.75,689.35,0,0,1461.36,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Roxobel,625.59,1019.4,378.07,0,-4.09,594.27,0,0,1259.79,Per Capita,Municipality,august,2017,2017-08-01,2018
Bertie,Windsor,10637.82,17334.33,6428.96,0,-69.56,10105.22,0,0,21422,Per Capita,Municipality,august,2017,2017-08-01,2018
Bladen,Bladen,196872.83,193865.22,100488.96,0,-2858.36,67738.31,0,0,-33452.62,Ad Valorem,County,august,2017,2017-08-01,2018
Bladen,Bladenboro,4625.9,4555.23,2361.18,0,-67.16,1591.64,0,0,5277.36,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Bladen,Clarkton,2973.03,2927.62,1517.52,0,-43.16,1022.94,0,0,3391.74,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Bladen,Dublin,695.69,685.06,355.1,0,-10.1,239.37,0,0,793.67,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Bladen,East Arcadia,427.28,420.74,218.09,0,-6.2,147.01,0,0,487.45,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Bladen,Elizabethtown,14784.73,14558.86,7546.51,0,-214.66,5087,0,0,16866.87,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Bladen,Tar Heel,211.04,207.82,107.72,0,-3.06,72.61,0,0,240.76,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Bladen,White Lake,5605.36,5519.73,2861.12,0,-81.38,1928.65,0,0,6394.77,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Brunswick,Brunswick,1507509.83,596046.93,766949.3,0,-552.59,0,0,0,-217773.38,Per Capita,County,august,2017,2017-08-01,2018
Brunswick,Bald Head Island,2086.73,825.06,1061.62,0,-0.76,0,0,0,623.61,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Belville,26297.68,10397.71,13379.01,0,-9.64,0,0,0,7858.89,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Boiling Spring Lakes,76842.91,30382.54,39094.01,0,-28.17,0,0,0,22964.02,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Bolivia,1879.28,743.04,956.08,0,-0.69,0,0,0,561.61,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Calabash,23722.83,9379.65,12069.04,0,-8.7,0,0,0,7089.41,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Carolina Shores,42161.71,16670.11,21449.87,0,-15.45,0,0,0,12599.75,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Caswell Beach,5393.77,2132.62,2744.1,0,-1.98,0,0,0,1611.89,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Holden Beach,7590.33,3001.1,3861.59,0,-2.78,0,0,0,2268.32,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Leland,209331.96,82766.74,106498.14,0,-76.73,0,0,0,62557.51,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Navassa,20940.52,8279.57,10653.54,0,-7.68,0,0,0,6257.94,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Northwest,9847.9,3893.71,5010.14,0,-3.61,0,0,0,2942.99,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Oak Island,89888.02,35540.39,45730.75,0,-32.95,0,0,0,26862.47,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Ocean Isle Beach,7590.33,3001.1,3861.59,0,-2.78,0,0,0,2268.32,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,St James,52668.58,20824.37,26795.26,0,-19.31,0,0,0,15739.67,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Sandy Creek,3429.07,1355.81,1744.55,0,-1.26,0,0,0,1024.75,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Shallotte,52522.14,20766.47,26720.76,0,-19.25,0,0,0,15695.91,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Southport,40319.04,15941.54,20512.4,0,-14.78,0,0,0,12049.08,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Sunset Beach,48934.42,19347.94,24895.5,0,-17.94,0,0,0,14623.74,Per Capita,Municipality,august,2017,2017-08-01,2018
Brunswick,Varnamtown,7273.05,2875.66,3700.18,0,-2.67,0,0,0,2173.5,Per Capita,Municipality,august,2017,2017-08-01,2018
Buncombe,Buncombe,2455390.61,1246134.75,1178676.93,0,1801.76,0,0,714953.05,-379686.59,Ad Valorem,County,august,2017,2017-08-01,2018
Buncombe,Asheville,656037.45,332945.43,314921.87,0,481.4,0,0,0,311127.47,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Buncombe,Biltmore Forest,30082.18,15267.01,14440.55,0,22.07,0,0,0,14266.55,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Buncombe,Black Mountain,45038.2,22857.33,21619.98,0,33.05,0,0,0,21359.48,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Buncombe,Montreat,11402.68,5786.98,5473.71,0,8.37,0,0,0,5407.75,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Buncombe,Weaverville,35081.44,17804.18,16840.37,0,25.74,0,0,0,16637.47,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Buncombe,Woodfin,22957.97,11651.39,11020.66,0,16.85,0,0,0,10887.87,Ad Valorem,Municipality,august,2017,2017-08-01,2018
Burke,Burke,527593.9,412372.27,249446.99,0,-278.88,122722.05,0,0,-159927.02,Per Capita,County,august,2017,2017-08-01,2018
Burke,Connelly Springs,9703.6,7584.42,4587.87,0,-5.13,2257.12,0,0,8442.7,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Drexel,10905.45,8523.8,5156.11,0,-5.76,2536.68,0,0,9488.37,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Glen Alpine,9087.88,7103.16,4296.75,0,-4.8,2113.9,0,0,7906.98,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Hickory,390.75,305.41,184.74,0,-0.21,90.89,0,0,339.97,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Hildebran,11710.63,9153.13,5536.79,0,-6.19,2723.97,0,0,10188.93,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Long View,4369.28,3415.07,2065.8,0,-2.31,1016.33,0,0,3801.54,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Morganton,98966.04,77352.77,46791.25,0,-52.31,23020.19,0,0,86106.22,Per Capita,Municipality,august,2017,2017-08-01,2018
Burke,Rhodhiss,4280.47,3345.66,2023.82,0,-2.26,995.67,0,0,3724.27,Per Capita,Municipality,august,2017,2017-08-01,2018
